months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,policy_age_days,incident_month,incident_dayofweek,claim_to_premium_ratio,injury_claim_ratio,property_claim_ratio,vehicle_claim_ratio,no_witness_high_severity,no_police_but_injury,collision_type_missing,property_damage_missing,police_report_available_missing
195,37,IL,100/300,1000,1406.52,8000000,MALE,MD,tech-support,base-jumping,unmarried,0,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Arlington,12,1,NO,0,2,NO,44200,4420,4420,35360,Jeep,Wrangler,2002,1,8602,1,2,31.425077496231836,0.1,0.1,0.8,0,0,0,0,0
247,39,IN,100/300,500,1558.29,0,FEMALE,Masters,protective-serv,reading,unmarried,0,-49300,Vehicle Theft,,Trivial Damage,Police,WV,Springfield,5,1,YES,1,2,,7700,770,1540,5390,Saab,93,2000,0,8511,2,0,4.941313876107785,0.1,0.2,0.7,0,0,1,0,1
405,57,IN,500/1000,1000,1132.47,4000000,MALE,MD,priv-house-serv,exercise,other-relative,46300,0,Multi-vehicle Collision,Front Collision,Total Loss,Other,NY,Northbend,21,3,,2,3,,61440,10240,10240,40960,Saab,93,2008,0,5490,1,3,54.253092797160186,0.16666666666666666,0.16666666666666666,0.6666666666666666,0,0,0,1,1
144,37,OH,250/500,2000,1896.91,0,FEMALE,PhD,handlers-cleaners,sleeping,not-in-family,73700,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Columbus,17,3,YES,1,3,NO,54400,5440,10880,38080,Chevrolet,Silverado,2015,1,835,1,5,28.678218787396343,0.1,0.2,0.7,0,1,0,0,0
338,47,IL,500/1000,500,1143.46,4000000,MALE,MD,priv-house-serv,polo,other-relative,0,0,Single Vehicle Collision,Front Collision,Total Loss,Other,NC,Arlington,4,1,YES,2,1,,58560,9760,9760,39040,Mercedes,E400,2002,0,7123,2,2,51.212985150333196,0.16666666666666666,0.16666666666666666,0.6666666666666666,0,0,0,0,1
121,34,IN,500/1000,500,1285.42,0,MALE,MD,priv-house-serv,video-games,wife,0,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,VA,Northbrook,11,1,NO,1,1,NO,67300,6730,6730,53840,Dodge,RAM,2000,1,8745,1,2,52.35642824913258,0.1,0.1,0.8,0,1,0,0,0
398,55,OH,250/500,2000,1305.26,0,MALE,MD,farming-fishing,skydiving,wife,66200,-49700,Single Vehicle Collision,Rear Collision,Major Damage,Fire,VA,Hillsdale,18,1,,1,3,YES,36740,3340,6680,26720,BMW,X5,1998,1,8591,1,3,28.14764874431148,0.09090909090909091,0.18181818181818182,0.7272727272727273,0,0,0,1,0
9,30,IL,100/300,1000,1073.83,0,FEMALE,High School,machine-op-inspct,dancing,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Northbrook,12,1,,0,0,NO,85690,15580,15580,54530,BMW,3 Series,2011,0,7603,2,0,79.79847834387193,0.18181818181818182,0.18181818181818182,0.6363636363636364,1,0,0,1,0
115,31,OH,500/1000,1000,1051.67,0,FEMALE,Associate,exec-managerial,bungie-jumping,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,WV,Riverwood,18,3,YES,0,3,NO,34160,0,4270,29890,Audi,A5,2005,1,3374,3,6,32.48167200737874,0.0,0.125,0.875,0,0,0,0,0
280,48,IL,250/500,1000,1387.35,0,MALE,JD,transport-moving,paintball,not-in-family,0,-72000,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Hillsdale,16,1,NO,2,2,,61320,10220,10220,40880,BMW,M5,1998,0,203,2,2,44.19937290517894,0.16666666666666666,0.16666666666666666,0.6666666666666666,0,0,0,0,1
254,45,IL,250/500,500,1083.64,0,MALE,JD,other-service,paintball,husband,59800,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NC,Columbus,19,3,YES,0,0,,79680,13280,13280,53120,BMW,3 Series,2004,0,4181,2,4,73.52995459746779,0.16666666666666666,0.16666666666666666,0.6666666666666666,1,0,0,0,1
141,30,IL,250/500,1000,1851.78,0,FEMALE,High School,craft-repair,exercise,other-relative,78800,0,Single Vehicle Collision,Front Collision,Total Loss,Fire,SC,Riverwood,13,1,NO,1,0,YES,61740,6860,6860,48020,Audi,A3,2002,0,5322,2,0,33.34089362667272,0.1111111111111111,0.1111111111111111,0.7777777777777778,1,0,0,0,0
441,55,IN,250/500,500,1270.29,4000000,MALE,College,armed-forces,exercise,husband,24000,-50500,Parked Car,,Minor Damage,,VA,Arlington,4,1,NO,0,0,NO,6400,640,640,5120,Honda,Civic,2002,0,2031,2,3,5.038219619142086,0.1,0.1,0.8,0,0,1,0,0
381,55,OH,500/1000,500,1459.99,0,FEMALE,MD,other-service,chess,wife,35900,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Northbrook,8,1,YES,1,2,YES,60600,12120,6060,42420,Accura,TL,2011,0,8675,1,0,41.507133610504184,0.2,0.1,0.7,0,0,0,0,0
191,38,IL,100/300,2000,1253.44,0,FEMALE,Masters,craft-repair,sleeping,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Hillsdale,19,3,NO,2,0,NO,56320,10240,5120,40960,Volkswagen,Jetta,2007,0,3366,2,5,44.932346183303544,0.18181818181818182,0.09090909090909091,0.7272727272727273,1,1,0,0,0
145,34,IN,100/300,1000,1142.48,0,FEMALE,JD,priv-house-serv,sleeping,other-relative,0,0,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NC,Northbend,18,1,YES,2,0,NO,52250,9500,4750,38000,Suburu,Legacy,2012,0,9004,1,1,45.73384216791541,0.18181818181818182,0.09090909090909091,0.7272727272727273,1,1,0,0,0
479,60,IL,500/1000,1000,1188.45,0,FEMALE,MD,exec-managerial,camping,other-relative,0,-44800,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Arlington,9,2,,0,3,,53900,5390,10780,37730,Saab,95,2006,0,4434,1,6,45.35319113130548,0.1,0.2,0.7,0,0,0,1,1
215,35,IL,500/1000,1000,1125.4,0,MALE,Masters,adm-clerical,yachting,husband,40000,-43400,Vehicle Theft,,Trivial Damage,,WV,Columbus,6,1,,2,1,NO,2640,220,440,1980,Jeep,Wrangler,2001,0,3866,1,3,2.3458325928558734,0.08333333333333333,0.16666666666666666,0.75,0,1,1,1,0
41,33,OH,250/500,500,1294.41,0,MALE,High School,transport-moving,sleeping,husband,0,0,Vehicle Theft,,Minor Damage,,NC,Arlington,8,1,YES,0,0,,8970,1380,1380,6210,Dodge,Neon,2011,0,1611,2,0,6.92979813196746,0.15384615384615385,0.15384615384615385,0.6923076923076923,0,0,1,0,1
45,31,IN,100/300,500,1459.5,0,MALE,MD,priv-house-serv,movies,not-in-family,0,0,Parked Car,,Minor Damage,,NY,Springfield,6,1,,1,3,,6000,1000,1000,4000,Suburu,Impreza,2000,0,8921,2,1,4.110996916752312,0.16666666666666666,0.16666666666666666,0.6666666666666666,0,0,1,1,1
156,38,IL,100/300,500,1367.99,0,MALE,High School,armed-forces,board-games,own-child,26500,0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,WV,Northbend,23,3,,0,3,,55200,11040,5520,38640,Saab,92x,1998,1,1980,2,1,40.35117215769121,0.2,0.1,0.7,0,0,0,1,1
246,45,IN,250/500,500,1594.37,0,MALE,Associate,exec-managerial,board-games,own-child,0,0,Parked Car,,Trivial Damage,,SC,Riverwood,13,1,NO,0,3,YES,7260,660,1320,5280,Saab,92x,2008,0,5638,1,6,4.5535227080288765,0.09090909090909091,0.18181818181818182,0.7272727272727273,0,0,1,0,0
178,39,IL,100/300,500,1035.99,0,FEMALE,JD,exec-managerial,sleeping,own-child,0,0,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,3,3,NO,2,0,,64680,11760,11760,41160,Jeep,Wrangler,2010,0,2141,1,5,62.43303506790606,0.18181818181818182,0.18181818181818182,0.6363636363636364,0,0,0,0,1
237,43,OH,250/500,500,911.53,0,FEMALE,PhD,sales,basketball,husband,53200,0,Single Vehicle Collision,Rear Collision,Major Damage,Police,WV,Northbrook,23,1,NO,0,1,NO,59200,0,11840,47360,Chevrolet,Malibu,1998,0,2130,2,2,64.94575055127095,0.0,0.2,0.8,0,0,0,0,0
127,34,OH,500/1000,500,1319.97,0,FEMALE,Associate,craft-repair,paintball,own-child,73700,0,Vehicle Theft,,Minor Damage,,NC,Arlington,8,1,YES,1,3,,4700,470,940,3290,Saab,92x,1998,0,3079,1,1,3.560686985310272,0.1,0.2,0.7,0,0,1,0,1
1,33,OH,250/500,2000,1391.63,0,MALE,Associate,sales,video-games,husband,61200,0,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Columbus,23,1,YES,0,3,NO,69400,6940,6940,55520,Mercedes,C300,2000,0,7022,2,3,49.86957740203933,0.1,0.1,0.8,0,0,0,0,0
5,21,IN,250/500,500,915.41,5000000,FEMALE,High School,exec-managerial,sleeping,own-child,0,0,Single Vehicle Collision,Side Collision,Total Loss,Police,NY,Northbrook,23,1,YES,0,0,NO,40500,4050,4050,32400,Nissan,Pathfinder,1998,0,4473,2,2,44.24247058695011,0.1,0.1,0.8,1,0,0,0,0
64,28,IL,500/1000,1000,1468.82,0,MALE,JD,handlers-cleaners,skydiving,other-relative,56800,-51800,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,SC,Riverwood,9,3,NO,2,1,NO,60000,5000,10000,45000,Honda,Accord,1997,0,8497,2,4,40.849116978254656,0.08333333333333333,0.16666666666666666,0.75,0,1,0,0,0
142,30,IN,500/1000,500,1412.76,0,MALE,PhD,armed-forces,basketball,wife,66400,-63700,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Riverwood,22,1,YES,2,3,NO,67320,11220,11220,44880,Volkswagen,Jetta,1996,0,6205,1,5,47.651405758939944,0.16666666666666666,0.16666666666666666,0.6666666666666666,0,1,0,0,0
97,27,OH,500/1000,500,1588.26,0,FEMALE,High School,tech-support,movies,husband,56700,-49300,Multi-vehicle Collision,Side Collision,Total Loss,Other,VA,Riverwood,22,3,YES,2,1,YES,75690,8410,8410,58870,Saab,95,2014,0,4657,1,5,47.6559253522723,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,0,0,0,0
121,31,IN,100/300,1000,1140.91,0,MALE,Associate,adm-clerical,paintball,other-relative,51300,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,VA,Northbend,15,3,NO,1,2,,64300,6430,6430,51440,Chevrolet,Silverado,2002,1,8611,2,6,56.35852082986388,0.1,0.1,0.8,0,0,0,0,1
225,43,OH,100/300,1000,1517.54,0,MALE,JD,priv-house-serv,camping,own-child,0,-20900,Multi-vehicle Collision,Rear Collision,Major Damage,Police,SC,Columbus,16,3,NO,2,0,YES,64400,6440,6440,51520,BMW,X5,2011,0,3801,1,4,42.43710215216733,0.1,0.1,0.8,1,0,0,0,0
425,53,OH,250/500,2000,912.29,0,FEMALE,High School,priv-house-serv,paintball,husband,42900,-39100,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbend,17,3,,1,2,,97080,16180,16180,64720,Saab,92x,2005,0,8987,1,5,106.413530785167,0.16666666666666666,0.16666666666666666,0.6666666666666666,0,0,0,1,1
285,44,OH,250/500,2000,1144.3,0,MALE,MD,priv-house-serv,base-jumping,not-in-family,52600,0,Vehicle Theft,,Minor Damage,Police,WV,Northbrook,3,1,YES,1,0,,5500,500,500,4500,Honda,Civic,2010,0,8568,2,2,4.8064318797518135,0.09090909090909091,0.09090909090909091,0.8181818181818182,0,0,1,0,1
192,38,IN,500/1000,1000,1281.43,0,FEMALE,Masters,transport-moving,skydiving,not-in-family,65100,-50300,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Northbend,10,3,,0,2,NO,30700,3070,6140,21490,Jeep,Wrangler,2010,0,1435,1,4,23.957609857737058,0.1,0.2,0.7,0,0,0,1,0
285,48,IL,100/300,2000,1101.85,0,FEMALE,College,sales,dancing,wife,46100,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,PA,Springfield,9,1,NO,1,2,YES,33480,3720,3720,26040,Nissan,Pathfinder,2012,0,753,2,4,30.385261151699417,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,0,0,0,0
98,26,IN,500/1000,2000,1082.1,0,MALE,JD,exec-managerial,kayaking,other-relative,0,-30900,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Northbend,13,2,,0,1,YES,65430,14540,7270,43620,Jeep,Wrangler,2001,0,5098,2,3,60.46576102023843,0.2222222222222222,0.1111111111111111,0.6666666666666666,0,0,0,1,0
175,36,OH,500/1000,500,1185.44,0,MALE,Masters,exec-managerial,kayaking,not-in-family,44900,-52500,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,Northbend,15,3,YES,2,1,YES,42680,3880,7760,31040,Accura,RSX,2006,1,8368,1,4,36.00350924551221,0.09090909090909091,0.18181818181818182,0.7272727272727273,0,0,0,0,0
259,45,IL,500/1000,2000,1175.07,0,MALE,MD,craft-repair,movies,not-in-family,30100,0,Single Vehicle Collision,Side Collision,Minor Damage,Fire,WV,Springfield,23,1,,1,1,NO,87780,7980,7980,71820,Honda,CRV,2011,0,2935,1,5,74.70193265082081,0.09090909090909091,0.09090909090909091,0.8181818181818182,0,1,0,1,0
140,36,OH,500/1000,2000,979.26,0,FEMALE,JD,transport-moving,cross-fit,own-child,0,-67000,Multi-vehicle Collision,Front Collision,Major Damage,Fire,NY,Riverwood,2,4,YES,0,2,YES,72800,14560,14560,43680,Honda,Accord,1998,0,5343,3,6,74.34184996834344,0.2,0.2,0.6,0,0,0,0,0
231,37,OH,250/500,500,920.81,0,FEMALE,High School,sales,chess,wife,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Hillsdale,14,1,YES,2,0,,71190,0,7910,63280,Mercedes,C300,1997,1,8464,2,4,77.31236628620454,0.0,0.1111111111111111,0.8888888888888888,1,0,0,0,1
186,38,OH,100/300,500,922.85,0,MALE,High School,adm-clerical,golf,husband,70300,-70900,Vehicle Theft,,Trivial Damage,,NY,Hillsdale,7,1,,1,1,YES,3600,400,400,2800,Honda,Civic,1999,0,604,2,2,3.9009589857506635,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,0,1,1,0
229,41,OH,250/500,2000,1107.59,3000000,MALE,PhD,tech-support,chess,not-in-family,65400,0,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Columbus,23,1,NO,1,3,NO,62640,10440,10440,41760,Mercedes,C300,2009,0,5882,1,4,56.5552235032819,0.16666666666666666,0.16666666666666666,0.6666666666666666,0,1,0,0,0
180,36,IL,100/300,500,1272.46,0,MALE,College,prof-specialty,exercise,wife,0,0,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Northbrook,7,3,YES,2,1,,69630,12660,6330,50640,Toyota,Corolla,1998,0,47,2,3,54.72077707747198,0.18181818181818182,0.09090909090909091,0.7272727272727273,0,0,0,0,1
188,33,IL,250/500,1000,1340.24,0,MALE,High School,protective-serv,chess,own-child,0,-68800,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Hillsdale,8,3,YES,1,0,,76010,13820,6910,55280,Dodge,RAM,1995,1,7618,2,6,56.71372291529875,0.18181818181818182,0.09090909090909091,0.7272727272727273,0,0,0,0,1
214,40,OH,100/300,1000,1648.0,0,MALE,JD,transport-moving,base-jumping,not-in-family,57700,-43500,Single Vehicle Collision,Rear Collision,Total Loss,Other,WV,Northbrook,17,1,NO,1,0,YES,44220,8040,4020,32160,Accura,MDX,2000,0,5286,2,2,26.83252427184466,0.18181818181818182,0.09090909090909091,0.7272727272727273,1,0,0,0,0
178,38,IL,250/500,500,1381.14,0,FEMALE,College,other-service,camping,wife,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Northbrook,10,3,NO,0,3,NO,57200,5200,10400,41600,BMW,M5,2011,0,101,2,6,41.415062919037894,0.09090909090909091,0.18181818181818182,0.7272727272727273,0,0,0,0,0
55,35,IL,500/1000,500,1198.44,8000000,MALE,MD,priv-house-serv,polo,wife,0,0,Vehicle Theft,,Minor Damage,Police,WV,Columbus,9,1,NO,0,3,NO,3080,560,560,1960,Nissan,Ultima,1998,0,1440,1,2,2.570007676646307,0.18181818181818182,0.18181818181818182,0.6363636363636364,0,0,1,0,0
90,31,OH,250/500,2000,951.27,0,FEMALE,PhD,other-service,hiking,not-in-family,42100,0,Single Vehicle Collision,Rear Collision,Total Loss,Other,SC,Hillsdale,2,1,YES,1,0,YES,75790,13780,6890,55120,Accura,RSX,2007,0,8962,1,1,79.67243789880897,0.18181818181818182,0.09090909090909091,0.7272727272727273,1,0,0,0,0
135,30,IN,500/1000,2000,1341.24,0,FEMALE,MD,farming-fishing,skydiving,wife,37100,-46500,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Riverwood,18,3,NO,0,1,NO,32670,5940,2970,23760,Honda,Accord,2003,0,2189,1,0,24.35805672362888,0.18181818181818182,0.09090909090909091,0.7272727272727273,0,0,0,0,0
277,46,IL,250/500,2000,1177.57,0,FEMALE,Associate,adm-clerical,video-games,husband,0,-65500,Vehicle Theft,,Minor Damage,Police,VA,Arlington,4,1,,2,3,NO,3870,430,860,2580,Jeep,Wrangler,2010,0,8113,1,5,3.2864288322562567,0.1111111111111111,0.2222222222222222,0.6666666666666666,0,1,1,1,0
211,38,IN,250/500,1000,1055.09,0,FEMALE,Masters,transport-moving,video-games,own-child,0,0,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,12,1,,0,3,YES,91520,8320,16640,66560,BMW,X6,2005,1,6466,1,1,86.74141542427661,0.09090909090909091,0.18181818181818182,0.7272727272727273,0,0,0,1,0
156,32,IL,250/500,500,1479.48,0,MALE,Masters,prof-specialty,bungie-jumping,unmarried,0,0,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,Northbrook,15,1,YES,1,3,YES,74690,6790,13580,54320,Dodge,RAM,2008,1,8334,1,1,50.483953821613,0.09090909090909091,0.18181818181818182,0.7272727272727273,0,0,0,0,0
84,30,IN,500/1000,2000,1827.38,0,MALE,Associate,priv-house-serv,polo,other-relative,0,-15900,Vehicle Theft,,Trivial Damage,Police,VA,Springfield,9,1,YES,1,3,,4620,420,840,3360,Audi,A5,1998,0,7122,1,3,2.5282097866891395,0.09090909090909091,0.18181818181818182,0.7272727272727273,0,0,1,0,1
136,32,IN,100/300,500,1169.62,0,FEMALE,JD,sales,yachting,not-in-family,0,0,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,Arlington,6,1,YES,0,0,NO,55000,10000,10000,35000,Toyota,Camry,2008,1,5152,2,2,47.02381970212548,0.18181818181818182,0.18181818181818182,0.6363636363636364,1,0,0,0,0
310,48,IN,100/300,500,1516.34,0,FEMALE,JD,adm-clerical,sleeping,unmarried,11000,0,Multi-vehicle Collision,Rear Collision,Major Damage,Police,SC,Springfield,11,4,YES,0,2,NO,59400,13200,6600,39600,Saab,93,1996,1,5630,1,6,39.17327248506272,0.2222222222222222,0.1111111111111111,0.6666666666666666,0,0,0,0,0
123,34,OH,500/1000,2000,1270.21,0,FEMALE,College,sales,sleeping,husband,16100,-61200,Multi-vehicle Collision,Side Collision,Total Loss,Fire,PA,Columbus,13,3,NO,1,1,,55260,6140,0,49120,Nissan,Ultima,2000,0,2874,1,2,43.50461734673794,0.1111111111111111,0.0,0.8888888888888888,0,0,0,0,1
243,44,IL,250/500,500,809.11,0,MALE,JD,craft-repair,polo,other-relative,33200,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NC,Springfield,4,3,,2,1,YES,51400,5140,10280,35980,Honda,Civic,1996,0,6242,1,1,63.5265909456069,0.1,0.2,0.7,0,0,0,1,0
36,37,IL,500/1000,1000,1115.81,0,FEMALE,Masters,machine-op-inspct,reading,husband,0,-59800,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Columbus,20,3,YES,1,3,,48780,5420,10840,32520,Dodge,Neon,2008,0,463,2,3,43.71712029825866,0.1111111111111111,0.2222222222222222,0.6666666666666666,0,0,0,0,1
146,31,OH,100/300,1000,1457.65,5000000,FEMALE,College,armed-forces,camping,own-child,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,Riverwood,0,3,NO,1,3,,52380,5820,5820,40740,Toyota,Highlander,2010,0,8901,2,1,35.93455219016911,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,0,0,0,1
154,34,OH,100/300,1000,1041.36,0,FEMALE,JD,priv-house-serv,cross-fit,husband,53100,-43900,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Hillsdale,18,4,,2,3,YES,74360,13520,13520,47320,Toyota,Highlander,2005,1,5592,1,0,71.40662210954906,0.18181818181818182,0.18181818181818182,0.6363636363636364,0,0,0,1,0
204,40,OH,250/500,1000,1693.83,7000000,MALE,High School,protective-serv,polo,other-relative,44000,-20800,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Northbrook,6,1,,1,0,,53400,5340,5340,42720,Honda,CRV,2003,0,8312,1,4,31.52618621703477,0.1,0.1,0.8,0,0,0,1,1
458,59,IN,100/300,1000,1685.69,0,FEMALE,High School,protective-serv,hiking,wife,31400,0,Single Vehicle Collision,Front Collision,Total Loss,Police,VA,Hillsdale,23,1,,2,2,YES,71800,14360,14360,43080,Jeep,Grand Cherokee,1995,0,2175,2,1,42.5938339789641,0.2,0.2,0.6,0,0,0,1,0
147,31,IN,250/500,500,1054.92,6000000,FEMALE,PhD,prof-specialty,exercise,own-child,51900,0,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,Northbrook,4,1,,0,0,,68240,8530,0,59710,Toyota,Corolla,2013,1,6549,1,4,64.68736965836271,0.125,0.0,0.875,1,0,0,1,1
279,45,IN,250/500,2000,1333.97,6000000,FEMALE,MD,other-service,bungie-jumping,unmarried,61100,-30700,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Arlington,21,3,,1,0,,61050,11100,11100,38850,Dodge,RAM,2011,1,8385,1,0,45.76564690360353,0.18181818181818182,0.18181818181818182,0.6363636363636364,1,0,0,1,1
308,47,OH,100/300,1000,1013.61,6000000,FEMALE,Associate,craft-repair,movies,own-child,45700,-41400,Parked Car,,Minor Damage,,NY,Springfield,7,1,,1,1,YES,5590,860,860,3870,Suburu,Impreza,2002,0,474,1,5,5.514941644222136,0.15384615384615385,0.15384615384615385,0.6923076923076923,0,0,1,1,0
284,48,IL,500/1000,500,958.3,0,FEMALE,PhD,machine-op-inspct,exercise,husband,47900,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NY,Columbus,19,3,,0,0,,46860,8520,8520,29820,Volkswagen,Passat,1998,0,2442,1,3,48.89909214233539,0.18181818181818182,0.18181818181818182,0.6363636363636364,1,0,0,1,1
108,31,IN,250/500,2000,1112.04,6000000,FEMALE,PhD,other-service,base-jumping,own-child,52800,-54300,Parked Car,,Minor Damage,,SC,Arlington,5,1,NO,1,3,NO,4290,780,780,2730,Volkswagen,Passat,1998,0,4757,1,1,3.857774900183447,0.18181818181818182,0.18181818181818182,0.6363636363636364,0,1,1,0,0
421,57,IN,250/500,2000,1206.26,0,FEMALE,Associate,armed-forces,bungie-jumping,own-child,69900,0,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NC,Arlington,22,3,YES,0,0,NO,78500,15700,7850,54950,Audi,A3,2015,0,4687,1,5,65.0771807073102,0.2,0.1,0.7,0,0,0,0,0
266,42,IL,500/1000,1000,763.67,0,MALE,Associate,prof-specialty,movies,own-child,12800,-49700,Single Vehicle Collision,Side Collision,Total Loss,Police,SC,Northbrook,12,1,YES,1,3,YES,70830,7870,7870,55090,Jeep,Grand Cherokee,2005,0,6047,2,2,92.74948603454372,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,0,0,0,0
412,56,IL,250/500,500,1042.56,0,MALE,High School,handlers-cleaners,yachting,own-child,0,-66100,Multi-vehicle Collision,Front Collision,Total Loss,Police,SC,Springfield,19,3,NO,0,2,NO,68040,15120,7560,45360,Suburu,Forrestor,1997,0,4541,1,1,65.26243093922652,0.2222222222222222,0.1111111111111111,0.6666666666666666,0,0,0,0,0
31,32,IL,100/300,2000,1263.48,4000000,FEMALE,JD,other-service,hiking,wife,46800,-87300,Single Vehicle Collision,Side Collision,Major Damage,Fire,WV,Hillsdale,10,1,,2,0,,63600,5300,10600,47700,Audi,A5,1997,1,5632,2,5,50.33716402317409,0.08333333333333333,0.16666666666666666,0.75,1,0,0,1,1
465,63,IL,250/500,500,1006.99,6000000,FEMALE,Masters,sales,board-games,own-child,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Columbus,7,1,NO,0,3,,43560,4840,4840,33880,Suburu,Legacy,2015,0,1120,2,3,43.257629172087114,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,0,0,0,1
126,31,OH,250/500,1000,1328.26,0,MALE,Masters,sales,exercise,not-in-family,42300,-45800,Single Vehicle Collision,Front Collision,Total Loss,Police,WV,Hillsdale,17,1,NO,1,1,NO,60840,13520,6760,40560,Suburu,Forrestor,2011,0,6711,1,4,45.80428530558776,0.2222222222222222,0.1111111111111111,0.6666666666666666,0,1,0,0,0
407,55,OH,100/300,1000,1250.08,5000000,FEMALE,PhD,tech-support,bungie-jumping,wife,0,-57700,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Arlington,0,3,,2,3,YES,68160,11360,11360,45440,Ford,Escape,2010,0,6908,2,6,54.524510431332395,0.16666666666666666,0.16666666666666666,0.6666666666666666,0,0,0,1,0
101,27,IL,500/1000,500,982.7,6000000,FEMALE,College,transport-moving,video-games,unmarried,30800,-43700,Parked Car,,Minor Damage,,SC,Arlington,9,1,NO,1,0,NO,5170,940,470,3760,Toyota,Camry,2001,0,6260,1,1,5.26101556934975,0.18181818181818182,0.09090909090909091,0.7272727272727273,0,1,1,0,0
